item_objectid,metadata,category,image
HjtF4thh66,"{'size': 'WMN-INT-M', 'type': 'Dress', 'brand': 'VILA Clothes', 'color': ['Beige'], 'pattern': 'Monochrome', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-faber-g-3/HjtF4thh66-a169-0.jpg
HjV15Td7wh,"{'size': 'CHILD-CM-56', 'type': 'Pants', 'brand': 'Newbie By Kappahl', 'color': ['Blue'], 'defects': [{'id': '1293633545', 'type': 'Washed out'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Unisex (Kids)'}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-fixed-polka-g-1/HjV15Td7wh-c60b-0-timed-sequence.jpg
HjXdepa9Uk,"{'size': 'WMN-EU-42', 'type': 'Dress', 'brand': 'KappAhl', 'color': ['Brown'], 'pattern': 'Other', 'material': ['Cotton'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Mini'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-ostlicht-g-3/HjXdepa9Uk-eae4-0.jpg
hjyJkt4Ore,"{'cut': 'Bootcut', 'size': 'WMN-INT-M', 'type': 'Pants', 'brand': 'Zara', 'color': ['Black'], 'defects': [{'id': '4447561312', 'type': 'Stains', 'location': 'Strap'}, {'id': '1831121925', 'type': 'Broken', 'location': 'Button(s)'}], 'pattern': 'Monochrome', 'material': ['Viscose', 'Elastane', 'Polyester'], 'condition': 'Acceptable', 'waistRise': 'High', 'demography': 'Women', 'measurement': {'waistInCm': 72}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-vonn-g-4/hjyJkt4Ore-51bf-0.jpg
HK6adjYkpr,"{'size': 'WMN-EU-46', 'type': 'Jeans', 'brand': 'Zara Woman', 'color': ['Brown'], 'pattern': 'Monochrome', 'material': ['Cotton', 'Elastane'], 'pantsFit': 'Straight', 'condition': 'Good', 'waistRise': 'Medium', 'demography': 'Women', 'measurement': {'waistInCm': 88}}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-photology-g-1/HK6adjYkpr-5eec-0.jpg
HkagqkEM1O,"{'size': 'CHILD-CM-140', 'type': 'Sweatpants', 'brand': 'Lager 157', 'color': ['Black'], 'fabric': 'French Terry', 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Unisex (Kids)'}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-westlicht-g-3/HkagqkEM1O-7838-0.jpg
hKb77XV8tB,"{'size': 'PANTS-INCH-32', 'type': 'Jeans', 'brand': 'Tiger of Sweden Jeans', 'color': ['Blue'], 'model': 'Pistolero', 'fabric': 'Denim', 'defects': [{'id': '2405817542', 'type': 'Discolored', 'location': 'Front'}, {'id': '1009271479', 'type': 'Hole', 'location': 'Knees'}, {'id': '5025553104', 'type': 'Worn', 'location': 'Ankles'}, {'id': '2548154852', 'type': 'Worn', 'location': 'Crotch'}, {'id': '1924449870', 'type': 'Worn', 'location': 'Back'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Acceptable', 'demography': 'Men', 'measurement': {'waistInCm': 88}, 'pantsLength': '32'}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-space/hKb77XV8tB-3449-single.jpg
Hkhi5WNM8V,"{'size': 'WMN-INT-M', 'type': 'Shirt dress', 'color': ['Orange', 'Black'], 'pattern': 'Other', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves', 'garmentLength': 'Mini', 'sizeEstimated': True}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-brucie-g-6/Hkhi5WNM8V-659a-0.jpg
hKHtw8RuX1,"{'size': 'CHILD-CM-104', 'type': 'Overall', 'brand': 'Didriksons 1913', 'color': ['Blue', 'Gray'], 'defects': [{'id': '2590927062', 'type': 'Worn', 'location': 'Whole item'}, {'id': '4932312828', 'type': 'Stains', 'location': 'Front'}, {'id': '4396095984', 'type': 'Worn', 'location': 'Hem'}], 'material': ['Polyamide', 'Polyester'], 'condition': 'Acceptable', 'demography': 'Unisex (Kids)', 'sizeEstimated': True}",Clothing > Jackets & Outerwear > Overalls,https://prod.files.sellpy.net/photoRobot-standard-felix-g-4/hKHtw8RuX1-a3b0-0.jpg
hkPOegAcpo,"{'size': 'SHOES-EU-37', 'type': 'Boat shoes', 'brand': 'Zerimar', 'color': ['Beige'], 'defects': [{'id': '2580204495', 'type': 'Worn', 'location': 'Surface'}], 'material': ['Leather'], 'condition': 'Acceptable', 'demography': 'Women'}",Shoes > Casual shoes,https://prod.files.sellpy.net/photoRobot-case-zidane-g-4/hkPOegAcpo-24aa-0.jpg
hkudIQuFWt,"{'size': 'MEN-INT-S', 'type': 'Short sleeve hoodie', 'brand': 'Originals by Jack & Jones', 'color': ['Pink'], 'defects': [{'id': '1996211947', 'type': 'Washed out'}, {'id': '4455678968', 'type': 'Pilling', 'location': 'Whole item'}], 'pattern': 'Monochrome', 'condition': 'Acceptable', 'demography': 'Men'}",Clothing > Sweaters & Cardigans > Hoodies & Sweatshirts,https://prod.files.sellpy.net/photoRobot-standard-eye-g-2/hkudIQuFWt-445e-0.jpg
HKvoOpNdEt,"{'size': 'WMN-INT-S', 'type': 'Long sleeve T-shirt', 'brand': 'House of Lola', 'color': ['Black', 'Brown'], 'pattern': 'Dotted', 'material': ['Elastane', 'Cotton'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > T-shirts & Tank tops > Long-sleeved,https://prod.files.sellpy.net/photoRobot-standard-brucie-g-6/HKvoOpNdEt-07c9-0.jpg
hKXvD9TQrv,"{'size': 'WMN-INT-XS', 'type': 'Crop top', 'brand': 'Shein', 'color': ['Brown'], 'pattern': 'Other', 'material': ['Cotton'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-hamilton-g-3/hKXvD9TQrv-3d59-0.jpg
Hl12XV7JvU,"{'size': 'WMN-EU-40/42', 'type': 'Sports tights', 'brand': 'OTP Extreme', 'color': ['Black'], 'material': ['Elastane', 'Polyester'], 'condition': 'Good', 'demography': 'Women'}",Clothing > Sportswear > Bottoms,https://prod.files.sellpy.net/photoRobot-hanging-esther-g-1/Hl12XV7JvU-1495-0.jpg
HL1Vf0t17x,"{'size': 'WMN-INT-M', 'type': 'Sports tights', 'brand': 'Nike', 'color': ['Black', 'Beige'], 'material': ['Nylon', 'Elastane', 'Polyester'], 'condition': 'Good', 'demography': 'Women'}",Clothing > Sportswear > Bottoms,https://prod.files.sellpy.net/photoRobot-hanging-exposed-g-2/HL1Vf0t17x-8383-0.jpg
Hl6FdIZSlp,"{'size': 'WMN-EU-36', 'type': 'Top', 'brand': 'H&M', 'color': ['Multicolored'], 'pattern': 'Floral', 'material': ['Polyester'], 'neckline': 'Round neck', 'condition': 'Very good', 'demography': 'Women'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/Hl6FdIZSlp-361d-0.jpg
HlBpkVpnC3,"{'size': 'WMN-INT-S', 'type': 'Jeans', 'brand': 'Me&i', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Cotton', 'Elastane'], 'pantsFit': 'Skinny', 'condition': 'Good', 'waistRise': 'High', 'demography': 'Women', 'measurement': {'waistInCm': 60}, 'sizeEstimated': True}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-westlicht-g-3/HlBpkVpnC3-d20b-0.jpg
hLHLKtg1uA,"{'size': 'WMN-EU-38', 'type': 'Skirt', 'brand': 'Vero Moda', 'color': ['Green'], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Very good', 'demography': 'Women', 'measurement': {'waistInCm': 80}, 'garmentLength': 'Mini'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-wise-g-2/hLHLKtg1uA-d57f-0.jpg
HLmJqkZcua,"{'size': 'WMN-EU-38', 'type': 'Dress', 'brand': 'Kirsten Krog Design', 'color': ['Mint green'], 'condition': 'New', 'demography': 'Women', 'measurement': {'chestInCm': 100, 'lengthInCm': 100}}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-ropac/HLmJqkZcua-5e3d-0.jpg
hlnlEkehD7,"{'size': 'WMN-EU-34', 'type': 'Jeans', 'brand': 'Boomerang', 'color': ['Green'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Cotton'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 68}}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-magnum-g-3/hlnlEkehD7-9be8-0.jpg
hlNWooBB8e,"{'size': 'MEN-EU-40', 'type': 'Shirt', 'brand': 'Houdini', 'color': ['Brown'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Elastane'], 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-standard-arte-g-1/hlNWooBB8e-0377-0.jpg
hLwaPQm6QH,"{'size': 'WMN-EU-36', 'type': 'Skirt', 'brand': 'Rützou', 'color': ['Black'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 68}, 'garmentLength': 'Mini'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-photology-g-1/hLwaPQm6QH-6ad1-0.jpg
Hlxb2lyt6O,"{'size': 'WMN-INT-L', 'type': 'Dress', 'brand': 'Abercrombie & Fitch', 'color': ['Blue'], 'pattern': 'Floral', 'material': ['Polyester', 'Viscose'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-staley-g-2/Hlxb2lyt6O-328d-0.jpg
HM8xaXCIpF,"{'size': 'CHILD-CM-140', 'type': 'Overtrousers', 'brand': 'Funk by Lager 157', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Unisex (Kids)'}",Clothing > Pants & Jeans > Outerwear,https://prod.files.sellpy.net/photoRobot-hanging-fisher-g-3/HM8xaXCIpF-49ea-0.jpg
hmBPhOjGl7,"{'size': 'CHILD-CM-116', 'type': 'Shorts', 'brand': 'H&M', 'color': ['White', 'Blue'], 'pattern': 'Striped', 'material': ['Cotton'], 'condition': 'Good', 'productId': '0586608', 'demography': 'Boys'}",Clothing > Shorts,https://prod.files.sellpy.net/photoRobot-hanging-benrubi-g-3/hmBPhOjGl7-e3e8-0.jpg
hmBRtE29Kl,"{'type': 'Bedspread', 'brand': 'Hemtex', 'color': ['Pink'], 'material': ['Polyester'], 'condition': 'Good', 'measurement': {'widthInCm': 115, 'lengthInCm': 180}}",Furniture & Decor > Textiles > Bedroom textiles,https://prod.files.sellpy.net/photoRobot-fixed-cause-g-1/hmBRtE29Kl-3f45-0-timed-sequence.jpg
hmGgC4naZT,"{'size': 'WMN-INT-S', 'type': 'Blazer', 'brand': 'Filippa K', 'color': ['Black'], 'defects': [{'id': '3733636741', 'type': 'Textile fibre'}], 'pattern': 'Monochrome', 'material': ['Wool', 'Elastane', 'Polyester'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'sleeveLengthInCm': 56, 'shoulderWidthInCm': 38}}",Clothing > Blazers & Suits > Blazers,https://prod.files.sellpy.net/photoRobot-standard-fomu-g-1/hmGgC4naZT-2a22-0.jpg
HMhjrx1qDL,"{'size': 'MEN-INT-M', 'type': 'T-shirt', 'brand': 'Strömberg', 'color': ['Blue', 'White'], 'pattern': 'Striped', 'material': ['Cotton'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-stenmark-g-5/HMhjrx1qDL-bd87-0.jpg
hMIlWUROar,"{'size': 'WMN-EU-40', 'type': 'Dress', 'brand': 'Emoi By Emonite', 'color': ['Blue', 'White'], 'neckline': 'Round neck', 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Mini'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-phelps-g-5/hMIlWUROar-92e1-0.jpg
hMlM2yPABe,"{'size': 'WMN-INT-M', 'type': 'Skirt', 'brand': 'Lager 157', 'color': ['Blue'], 'fabric': 'Corduroy', 'pattern': 'Monochrome', 'material': ['Elastane', 'Cotton'], 'condition': 'Very good', 'demography': 'Women', 'measurement': {'waistInCm': 80}, 'garmentLength': 'Mini'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-magnum-g-3/hMlM2yPABe-f747-0.jpg
HmOYQyNgKO,"{'size': 'WMN-INT-M', 'type': 'Dress', 'brand': 'Holly & Whyte by Lindex', 'color': ['Orange', 'Multicolored'], 'pattern': 'Floral', 'material': ['Viscose', 'Lyocell'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/HmOYQyNgKO-9fea-0.jpg
hmqNQDsA7j,"{'size': 'MEN-INT-M', 'type': 'Practice jersey', 'brand': 'Adidas', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Short sleeves', 'sizeEstimated': True}",Clothing > Sportswear > Tops,https://prod.files.sellpy.net/photoRobot-standard-felix-g-4/hmqNQDsA7j-654e-0.jpg
hmVrJhHeMe,"{'size': 'WMN-INT-S', 'type': 'Dress', 'brand': 'Weekday', 'color': ['Gray'], 'pattern': 'Monochrome', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/hmVrJhHeMe-aa70-0.jpg
hMvvcl8VKs,"{'size': 'WMN-INT-XS', 'type': 'Skirt', 'brand': 'Bondelid', 'color': ['Black', 'Yellow'], 'pattern': 'Other', 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 66}, 'garmentLength': 'Midi'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-westlicht-g-3/hMvvcl8VKs-6645-0.jpg
hn2rXeQv7Q,"{'type': 'Tube scarf', 'brand': 'H&M', 'color': ['Green'], 'pattern': 'Monochrome', 'material': ['Acrylic'], 'condition': 'Good', 'productId': '0141298', 'demography': 'Women'}",Accessories > Shawls & Scarves > Scarves,https://prod.files.sellpy.net/photoRobot-fixed-limpar-g-5/hn2rXeQv7Q-c939-0-timed-sequence.jpg
hn2tGKFzmI,"{'type': 'Shoulder-bag', 'brand': 'H&M', 'color': ['Black'], 'defects': [{'id': '1031716837', 'type': 'Part missing', 'location': 'Front'}, {'id': '3527812151', 'type': 'Stains', 'location': 'Inside'}], 'pattern': 'Monochrome', 'material': ['Polyester'], 'condition': 'Acceptable', 'productId': '0936721', 'variantId': '0936721001001', 'demography': 'Women', 'measurement': {'depthInCm': 7, 'widthInCm': 18, 'heightInCm': 15}}",Accessories > Bags,https://prod.files.sellpy.net/photoRobot-case-focus-g-1/hn2tGKFzmI-cd54-0.jpg
HnfUhgoPJf,"{'size': 'MEN-INT-XL', 'type': 'Shirt', 'brand': 'Premium by Jack & Jones', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-standard-metro-g-6/HnfUhgoPJf-8abb-0.jpg
hngyZEvo4e,"{'size': 'CHILD-CM-92', 'type': 'Dress', 'brand': 'Amy & Lucy', 'color': ['White', 'Blue'], 'pattern': 'Striped', 'material': ['Cotton', 'Elastane'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Girls', 'sleeveLength': 'Short sleeves'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-fixed-snap-g-2/hngyZEvo4e-4fff-0-timed-sequence.jpg
HnLvo0SQvw,"{'size': 'WMN-INT-M', 'type': 'T-shirt', 'brand': 'Levi Strauss & Co', 'color': ['White'], 'pattern': 'Print', 'condition': 'Good', 'demography': 'Women'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-jordan-g-4/HnLvo0SQvw-0872-0.jpg
HnnFtWBFjP,"{'type': 'Picnic blanket', 'brand': 'Egmont', 'color': ['Blue'], 'defects': [{'id': '2304884807', 'type': 'Scratched', 'location': 'Surface'}], 'condition': 'Good', 'measurement': {'widthInCm': 1, 'heightInCm': 143, 'lengthInCm': 120}}",Home > Other > Other,https://prod.files.sellpy.net/photoRobot-fixed-snap-g-2/HnnFtWBFjP-234c-0-timed-sequence.jpg
HNS4V9EBHa,"{'size': 'BELTS-CM-80', 'type': 'Pregnancy belly band', 'brand': 'Carriwell', 'color': ['Black'], 'condition': 'Good', 'demography': 'Women', 'sizeEstimated': True}",Clothing > Maternity clothing > Bottoms,https://prod.files.sellpy.net/photoRobot-manual-milo-g-3/HNS4V9EBHa-d16c-single.jpg
HNxSVCeR7x,"{'size': 'CHILD-CM-116', 'type': 'Baseball cap', 'brand': 'H&M', 'color': ['Green', 'Multicolored'], 'material': ['Polyester'], 'condition': 'Good', 'productId': '0696356', 'variantId': '0696356019016', 'demography': 'Boys'}",Accessories > Headwear > Caps,https://prod.files.sellpy.net/photoRobot-case-zidane-g-4/HNxSVCeR7x-bb5a-0.jpg
Ho8EkJqNgj,"{'size': 'WMN-EU-38', 'type': 'Skirt', 'brand': 'InWear', 'color': ['Pink'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 72}, 'garmentLength': 'Midi'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-cooper-g-6/Ho8EkJqNgj-1a29-0.jpg
Ho9uU50HnE,"{'size': 'CHILD-CM-104', 'type': 'T-shirt', 'brand': 'Zara', 'color': ['Yellow'], 'pattern': 'Monochrome', 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Unisex (Kids)'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-whitecube-g-6/Ho9uU50HnE-d9e6-0.jpg
HoE1nkh61f,"{'size': 'MEN-INT-XS', 'type': 'Basketball shirt', 'brand': 'DePalma', 'color': ['Black'], 'pattern': 'Print', 'material': ['Polyester'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Sleeveless'}",Clothing > Sportswear > Tops,https://prod.files.sellpy.net/photoRobot-standard-bubka-g-4/HoE1nkh61f-4d17-0.jpg
HohqDjnF5F,"{'size': 'CHILD-CM-86', 'type': 'Sweatpants', 'brand': 'Zara', 'color': ['Blue'], 'defects': [{'id': '1505672907', 'type': 'Washed out'}], 'pattern': 'Monochrome', 'condition': 'Acceptable', 'demography': 'Boys'}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-fixed-snap-g-2/HohqDjnF5F-d22e-0-timed-sequence.jpg
hOJEHApHUY,"{'type': 'Shoulder-bag', 'color': ['Gold'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women', 'measurement': {'depthInCm': 4, 'widthInCm': 21, 'heightInCm': 8}}",Accessories > Bags,https://prod.files.sellpy.net/photoRobot-fixed-hamm-g-4/hOJEHApHUY-c0e5-0-timed-sequence.jpg
HOTxSHNIIk,"{'size': 'WMN-INT-M', 'type': 'Coat', 'brand': 'Mango Basics', 'color': ['Brown'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Polyester'], 'condition': 'Very good', 'demography': 'Women'}",Clothing > Jackets & Outerwear > Coats,https://prod.files.sellpy.net/photoRobot-standard-felix-g-4/HOTxSHNIIk-8f17-0.jpg
hOvjlm7SdO,"{'size': 'WMN-EU-36', 'type': 'Shirt dress', 'brand': 'H&M', 'color': ['Black', 'Multicolored'], 'pattern': 'Floral', 'material': ['Polyester'], 'neckline': 'V-neck', 'condition': 'Good', 'productId': '0685848', 'variantId': '0685848002003', 'demography': 'Women', 'sleeveLength': 'Long sleeves', 'garmentLength': 'Mini'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-yossi-g-3/hOvjlm7SdO-1e4f-0.jpg
HOYBUtkOEC,"{'size': 'WMN-INT-S', 'type': 'Shirt', 'brand': 'Zara', 'color': ['White'], 'defects': [{'id': '4230016859', 'type': 'Discolored', 'location': 'Collar/neckline'}, {'id': '3257912046', 'type': 'Washed out'}], 'pattern': 'Monochrome', 'condition': 'Acceptable', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/HOYBUtkOEC-0601-0.jpg
hOzVEKff2Y,"{'size': 'WMN-EU-36', 'type': 'Polo shirt', 'brand': 'Barbour', 'color': ['Blue'], 'defects': [{'id': '3042979054', 'type': 'Discolored', 'location': 'Whole item'}], 'pattern': 'Monochrome', 'material': ['Elastane', 'Cotton'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/hOzVEKff2Y-3706-0.jpg
Hp6YX6oouL,"{'type': 'Necklace', 'color': ['Silver'], 'material': ['Unknown metal'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'lengthInCm': 37}}",Accessories > Jewelry > Necklaces,https://prod.files.sellpy.net/photoRobot-manual-biles-g-4/Hp6YX6oouL-228b-single.jpg
HPBeHaV9sH,"{'size': 'CHILD-CM-68', 'type': 'T-shirt', 'brand': 'Polarn O. Pyret', 'color': ['Off-white', 'Multicolored'], 'pattern': 'Print', 'material': ['Elastane'], 'neckline': 'Round neck', 'condition': 'New', 'demography': 'Unisex (Kids)'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-fixed-cause-g-1/HPBeHaV9sH-7447-0-timed-sequence.jpg
hPIwXhoHbC,"{'size': 'WMN-INT-XS', 'type': 'Dress', 'brand': 'Desires', 'color': ['White', 'Multicolored'], 'pattern': 'Other', 'material': ['Elastane', 'Polyester'], 'neckline': 'Boat neck', 'condition': 'New', 'demography': 'Women', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-marta-g-4/hPIwXhoHbC-f117-0.jpg
hPjTWsI246,"{'size': 'WMN-INT-S', 'type': 'Sports bra', 'brand': 'Nike', 'color': ['Black'], 'model': 'Dri-Fit', 'pattern': 'Monochrome', 'material': ['Elastane', 'Polyester'], 'condition': 'Good', 'demography': 'Women'}",Clothing > Sportswear > Tops,https://prod.files.sellpy.net/photoRobot-fixed-morat-g-3/hPjTWsI246-3662-0-timed-sequence.jpg
HplcHs9otM,"{'size': 'WMN-INT-XS', 'type': 'Pants', 'brand': 'NLY Trend', 'color': ['Beige'], 'material': ['Elastane', 'Polyester'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 64}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-federer-g-4/HplcHs9otM-87d7-0.jpg
HPM9AVKFln,"{'size': 'MEN-INT-S', 'type': 'Long sleeve T-shirt', 'brand': 'Weekday', 'color': ['Yellow', 'Black'], 'pattern': 'Striped', 'material': ['Cotton'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Men', 'sleeveLength': 'Long sleeves'}",Clothing > T-shirts & Tank tops > Long-sleeved,https://prod.files.sellpy.net/photoRobot-standard-felix-g-4/HPM9AVKFln-6108-0.jpg
hpu9hPMCb3,"{'size': 'PANTS-INCH-29', 'type': 'Jeans', 'brand': 'Levi Strauss & Co', 'color': ['Blue'], 'defects': [{'id': '2292924325', 'type': 'Part missing', 'location': 'Hem'}], 'pattern': 'Other', 'material': ['Elastane', 'Polyester'], 'pantsFit': 'Regular', 'condition': 'Good', 'waistRise': 'High', 'demography': 'Women', 'measurement': {'waistInCm': 76}}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-open-g-2/hpu9hPMCb3-179f-0.jpg
hPv8RTIlWU,"{'size': 'MEN-EU-44', 'type': 'Pants', 'brand': 'Label Of Graded Goods', 'color': ['Green'], 'defects': [{'id': '3414880552', 'type': 'Stains', 'location': 'Front'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Men', 'measurement': {'waistInCm': 72}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-moran-g-6/hPv8RTIlWU-85c0-0.jpg
HpXGhghl5j,"{'size': 'WMN-INT-S', 'type': 'Jacket', 'brand': 'Vero Moda', 'color': ['Beige'], 'material': ['Polyester'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Jackets & Outerwear > Jackets,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/HpXGhghl5j-76ea-0.jpg
HQ4LyaawBR,"{'size': 'WMN-INT-M', 'type': 'Dress', 'brand': 'MOTF', 'color': ['Pink'], 'pattern': 'Monochrome', 'material': ['Polyester'], 'neckline': 'V-neck', 'condition': 'New', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/HQ4LyaawBR-ef3f-0.jpg
HQ4MfukgvH,"{'size': 'CHILD-CM-110/116', 'type': 'Shirt', 'brand': 'Name It', 'color': ['Red', 'Multicolored'], 'pattern': 'Checked', 'condition': 'Good', 'demography': 'Boys', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Shirts,https://prod.files.sellpy.net/photoRobot-standard-fraenkel-g-3/HQ4MfukgvH-2ca0-0.jpg
HQ9FfqqmT7,"{'size': 'WMN-EU-38', 'type': 'Pants', 'brand': 'Place du Jour', 'color': ['Gray'], 'defects': [{'id': '3275244785', 'type': 'Hole', 'location': 'Left leg'}], 'pattern': 'Monochrome', 'material': ['Cotton', 'Elastane'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 76}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-benrubi-g-3/HQ9FfqqmT7-a764-0.jpg
hqAqCLpo2S,"{'size': 'WMN-INT-S', 'type': 'Dress', 'brand': 'J.Crew', 'color': ['Black', 'White'], 'pattern': 'Other', 'material': ['Cotton'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-monroe-g-2/hqAqCLpo2S-4c47-0.jpg
